Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 10, nFeatures = 150

feature |          frame
     58 | ( 80,176)=18175 ( 75,176)=    0 ( 75,176)=    0 ( 66,176)=    0 ( 62,177)=    0 ( 57,177)=    0 ( 52,177)=    0 ( 48,177)=    0 ( 44,177)=    0 ( 39,177)=    0 
     59 | (139,179)=18151 (135,179)=    0 (135,179)=    0 (128,179)=    0 (124,179)=    0 (120,179)=    0 (117,179)=    0 (113,179)=    0 (110,179)=    0 (106,179)=    0 
     60 | (287,118)=18049 (283,118)=    0 (283,118)=    0 (275,118)=    0 (272,118)=    0 (268,118)=    0 (264,118)=    0 (260,118)=    0 (256,118)=    0 (252,118)=    0 
     61 | (274, 70)=17393 (272, 70)=    0 (272, 70)=    0 (268, 70)=    0 (266, 70)=    0 (263, 70)=    0 (261, 70)=    0 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 
     62 | ( 94,185)=17129 ( 89,185)=    0 ( 89,185)=    0 ( 81,185)=    0 ( 76,185)=    0 ( 72,185)=    0 ( 68,186)=    0 ( 63,186)=    0 ( 59,186)=    0 ( 55,186)=    0 
     63 | (114, 61)=16560 (112, 61)=    0 (112, 61)=    0 (107, 61)=    0 (105, 61)=    0 (102, 61)=    0 (100, 61)=    0 ( 98, 61)=    0 ( 96, 61)=    0 ( 93, 61)=    0 
     64 | (146, 96)=16201 (144, 96)=    0 (144, 96)=    0 (140, 96)=    0 (137, 96)=    0 (135, 96)=    0 (133, 96)=    0 (131, 96)=    0 (129, 96)=    0 (127, 96)=    0 
     65 | ( 94,168)=16102 ( 89,168)=    0 ( 89,168)=    0 ( 81,168)=    0 ( 76,168)=    0 ( 72,168)=    0 ( 67,168)=    0 ( 63,168)=    0 ( 59,168)=    0 ( 55,168)=    0 
     66 | (136,155)=15589 (133,155)=    0 (133,155)=    0 (127,156)=    0 (124,156)=    0 (121,156)=    0 (119,156)=    0 (115,156)=    0 (112,157)=    0 (109,157)=    0 
     67 | (167, 64)=14186 (165, 64)=    0 (165, 64)=    0 (161, 64)=    0 (159, 64)=    0 (156, 64)=    0 (154, 64)=    0 (152, 64)=    0 (150, 64)=    0 (148, 64)=    0 
     68 | (208, 40)=13981 (207, 40)=    0 (207, 40)=    0 (205, 40)=    0 (204, 40)=    0 (203, 40)=    0 (202, 40)=    0 (201, 40)=    0 (200, 40)=    0 (199, 41)=    0 
     69 | (254,110)=13850 (252,110)=    0 (252,110)=    0 (248,110)=    0 (246,110)=    0 (244,110)=    0 (242,110)=    0 (240,110)=    0 (238,110)=    0 (235,110)=    0 
     70 | (151,140)=13806 (147,140)=    0 (147,140)=    0 (140,140)=    0 (136,141)=    0 (132,141)=    0 (129,141)=    0 (125,141)=    0 (122,141)=    0 (118,142)=    0 
     71 | (161,111)=13566 (159,111)=    0 (159,111)=    0 (154,111)=    0 (152,111)=    0 (150,111)=    0 (148,112)=    0 (146,112)=    0 (144,112)=    0 (142,112)=    0 
     72 | (208, 51)=13119 (207, 51)=    0 (207, 51)=    0 (205, 51)=    0 (204, 51)=    0 (203, 51)=    0 (202, 51)=    0 (201, 52)=    0 (200, 52)=    0 (199, 52)=    0 
     73 | (183,113)=12797 (181,113)=    0 (181,113)=    0 (176,113)=    0 (174,113)=    0 (171,113)=    0 (168,113)=    0 (164,112)=    0 (161,112)=    0 (157,112)=    0 
     74 | (208, 62)=12590 (207, 62)=    0 (207, 62)=    0 (205, 62)=    0 (204, 62)=    0 (203, 62)=    0 (202, 62)=    0 (201, 62)=    0 (200, 63)=    0 (199, 63)=    0 
     75 | (237, 73)=12291 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 
     76 | (114,212)=12286 (110,212)=    0 (110,212)=    0 (103,212)=    0 ( 99,212)=    0 ( 95,212)=    0 ( 91,212)=    0 ( 88,212)=    0 ( 84,212)=    0 ( 80,212)=    0 
     77 | (261,207)=12072 (256,207)=    0 (256,207)=    0 (246,207)=    0 (241,207)=    0 (236,207)=    0 (231,207)=    0 (225,207)=    0 (220,207)=    0 (215,207)=    0 
     78 | (195, 48)=11772 (194, 48)=    0 (194, 48)=    0 (192, 48)=    0 (191, 48)=    0 (190, 48)=    0 (189, 48)=    0 (188, 48)=    0 (187, 48)=    0 (186, 48)=    0 
     79 | ( 60,141)=11670 ( 55,141)=    0 ( 55,141)=    0 ( 45,141)=    0 ( 41,141)=    0 ( 36,141)=    0 ( 31,141)=    0 ( 27,141)=    0 ( -1, -1)=   -4 ( -1, -1)=   -4 
     80 | (104,148)=11558 (101,148)=    0 (101,148)=    0 ( 95,148)=    0 ( 92,148)=    0 ( 89,148)=    0 ( 86,148)=    0 ( 84,148)=    0 ( 81,148)=    0 ( 78,148)=    0 
     81 | (209,199)=11456 (204,199)=    0 (204,199)=    0 (193,199)=    0 (188,199)=    0 (182,200)=    0 (177,200)=    0 (172,200)=    0 (166,200)=    0 (161,200)=    0 
     82 | (194, 58)=11377 (193, 58)=    0 (193, 58)=    0 (191, 58)=    0 (190, 58)=    0 (189, 58)=    0 (188, 58)=    0 (187, 58)=    0 (186, 58)=    0 (185, 58)=    0 
     83 | ( 57, 38)=11345 ( 54, 38)=    0 ( 54, 38)=    0 ( 49, 38)=    0 ( 47, 38)=    0 ( 44, 38)=    0 ( 42, 38)=    0 ( 39, 38)=    0 ( 37, 38)=    0 ( 34, 38)=    0 
     84 | ( 72,186)=11296 ( 67,186)=    0 ( 67,186)=    0 ( 58,186)=    0 ( 53,187)=    0 ( 49,187)=    0 ( 44,187)=    0 ( 40,187)=    0 ( 36,187)=    0 ( 32,187)=    0 
     85 | (119, 40)=11189 (116, 40)=    0 (116, 40)=    0 (111, 40)=    0 (108, 40)=    0 (106, 40)=    0 (103, 40)=    0 (100, 40)=    0 ( 98, 40)=    0 ( 95, 40)=    0 
     86 | ( 55, 48)=10943 ( 52, 48)=    0 ( 52, 48)=    0 ( 47, 48)=    0 ( 45, 48)=    0 ( 42, 48)=    0 ( 40, 48)=    0 ( 37, 48)=    0 ( 35, 48)=    0 ( 32, 48)=    0 
     87 | ( 55,130)=10911 ( 50,130)=    0 ( 50,130)=    0 ( 40,130)=    0 ( 36,130)=    0 ( 31,130)=    0 ( 26,130)=    0 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 
     88 | ( 76,142)=10850 ( 71,142)=    0 ( 71,142)=    0 ( 61,142)=    0 ( 57,142)=    0 ( 52,142)=    0 ( 47,142)=    0 ( 42,142)=    0 ( 38,142)=    0 ( 33,142)=    0 
     89 | (194, 68)=10819 (193, 68)=    0 (193, 68)=    0 (191, 68)=    0 (190, 68)=    0 (189, 68)=    0 (188, 69)=    0 (187, 69)=    0 (186, 69)=    0 (185, 69)=    0 
     90 | ( 60, 28)=10657 ( 57, 28)=    0 ( 57, 28)=    0 ( 52, 28)=    0 ( 50, 28)=    0 ( 47, 28)=    0 ( 45, 28)=    0 ( 42, 28)=    0 ( 40, 28)=    0 ( 37, 28)=    0 
     91 | (170,200)=10655 (165,200)=    0 (165,200)=    0 (155,200)=    0 (151,200)=    0 (146,200)=    0 (141,200)=    0 (136,199)=    0 (132,199)=    0 (127,199)=    0 
     92 | ( 30,122)=10577 ( 25,122)=    0 ( 25,122)=    0 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 
     93 | (195, 38)=10485 (194, 38)=    0 (194, 38)=    0 (192, 38)=    0 (191, 38)=    0 (190, 38)=    0 (189, 38)=    0 (188, 38)=    0 (187, 38)=    0 (186, 38)=    0 
     94 | (271,110)=10398 (269,110)=    0 (269,110)=    0 (265,110)=    0 (262,110)=    0 (260,110)=    0 (258,110)=    0 (256,110)=    0 ( -1, -1)=   -5 ( -1, -1)=   -5 
     95 | (183,103)=10202 (181,103)=    0 (181,103)=    0 (175,103)=    0 (172,103)=    0 (168,103)=    0 (164,103)=    0 (161,103)=    0 (157,103)=    0 (153,103)=    0 
     96 | (285,108)= 9923 (281,108)=    0 (281,108)=    0 (273,108)=    0 (269,108)=    0 (265,108)=    0 (261,108)=    0 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 
     97 | (171,125)= 9186 (167,125)=    0 (167,125)=    0 (160,125)=    0 (156,125)=    0 (152,126)=    0 (149,126)=    0 (145,126)=    0 (141,126)=    0 (138,126)=    0 
     98 | ( 53, 58)= 8999 ( 50, 58)=    0 ( 50, 58)=    0 ( 45, 58)=    0 ( 43, 58)=    0 ( 40, 58)=    0 ( 38, 58)=    0 ( 35, 58)=    0 ( 32, 58)=    0 ( 30, 59)=    0 
     99 | (242,206)= 8816 (237,206)=    0 (237,206)=    0 (227,206)=    0 (222,206)=    0 (217,206)=    0 (212,206)=    0 (207,206)=    0 (201,206)=    0 (196,206)=    0 
    100 | ( 91,104)= 8785 ( 86,104)=    0 ( 86,104)=    0 ( 77,104)=    0 ( 73,104)=    0 ( 68,104)=    0 ( 64,104)=    0 ( 59,105)=    0 ( 55,105)=    0 ( 50,105)=    0 
    101 | (109, 30)= 8621 (106, 30)=    0 (106, 30)=    0 (101, 30)=    0 ( 98, 30)=    0 ( 96, 30)=    0 ( 93, 30)=    0 ( 90, 30)=    0 ( 88, 30)=    0 ( 85, 30)=    0 
    102 | (230,215)= 8424 (225,215)=    0 (225,215)=    0 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 
    103 | (160,196)= 8423 (155,196)=    0 (155,196)=    0 (146,196)=    0 (142,196)=    0 (137,196)=    0 (133,196)=    0 (128,196)=    0 (124,196)=    0 (119,195)=    0 
    104 | (183, 79)= 8326 (181, 79)=    0 (181, 79)=    0 (177, 79)=    0 (174, 79)=    0 (172, 79)=    0 (170, 79)=    0 (168, 79)=    0 (166, 79)=    0 (164, 79)=    0 
    105 | (160,101)= 8163 (158,101)=    0 (158,101)=    0 (154,101)=    0 (152,101)=    0 (150,101)=    0 (147,101)=    0 (145,101)=    0 (143,101)=    0 (141,101)=    0 
    106 | ( 54,151)= 8120 ( 49,151)=    0 ( 49,151)=    0 ( 40,151)=    0 ( 35,151)=    0 ( 30,151)=    0 ( 26,151)=    0 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 
    107 | (161,132)= 7997 (158,132)=    0 (158,132)=    0 (151,132)=    0 (147,132)=    0 (143,132)=    0 (140,132)=    0 (136,132)=    0 (132,132)=    0 (128,132)=    0 
    108 | (231,205)= 7914 (226,205)=    0 (226,205)=    0 (216,205)=    0 (211,205)=    0 (206,205)=    0 (201,205)=    0 (196,205)=    0 (190,205)=    0 (185,205)=    0 
    109 | (138, 82)= 7843 (136, 82)=    0 (136, 82)=    0 (132, 82)=    0 (130, 82)=    0 (127, 82)=    0 (125, 82)=    0 (123, 82)=    0 (121, 82)=    0 (119, 82)=    0 
    110 | ( 40,199)= 7801 ( 35,199)=    0 ( 35,199)=    0 ( 26,199)=    0 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 
    111 | ( 82,186)= 7736 ( 77,186)=    0 ( 77,186)=    0 ( 68,187)=    0 ( 63,187)=    0 ( 59,187)=    0 ( 54,187)=    0 ( 50,187)=    0 ( 45,187)=    0 ( 41,187)=    0 
    112 | (124, 61)= 7565 (121, 61)=    0 (121, 61)=    0 (115, 61)=    0 (111, 61)=    0 (109, 61)=    0 (107, 61)=    0 (105, 61)=    0 (102, 61)=    0 (100, 61)=    0 
    113 | ( 72,130)= 7531 ( 67,130)=    0 ( 67,130)=    0 ( 57,130)=    0 ( 52,130)=    0 ( 48,130)=    0 ( 43,130)=    0 ( 38,130)=    0 ( 33,130)=    0 ( 29,130)=    0 
    114 | ( 44,124)= 7323 ( 39,124)=    0 ( 39,124)=    0 ( 29,124)=    0 ( 25,124)=    0 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 
    115 | (225, 71)= 7168 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 
    116 | (126,193)= 7112 (123,193)=    0 (123,193)=    0 (116,193)=    0 (112,193)=    0 (109,193)=    0 (105,193)=    0 (102,193)=    0 ( 98,193)=    0 ( 95,192)=    0 
    117 | (263,127)= 7020 (261,127)=    0 (261,127)=    0 (257,127)=    0 (255,127)=    0 (252,127)=    0 (250,127)=    0 (248,127)=    0 (246,127)=    0 (244,127)=    0 
    118 | (183, 69)= 6862 (181, 69)=    0 (181, 69)=    0 (177, 69)=    0 (175, 69)=    0 (172, 69)=    0 (170, 69)=    0 (168, 69)=    0 (166, 69)=    0 (164, 69)=    0 
    119 | ( 81,196)= 6852 ( 76,196)=    0 ( 76,196)=    0 ( 67,197)=    0 ( 62,197)=    0 ( 58,197)=    0 ( 53,197)=    0 ( 49,197)=    0 ( 44,197)=    0 ( 40,198)=    0 
    120 | (183, 49)= 6787 (181, 49)=    0 (181, 49)=    0 (177, 49)=    0 (175, 49)=    0 (173, 49)=    0 (171, 49)=    0 (169, 49)=    0 (166, 49)=    0 (164, 49)=    0 
    121 | (207, 72)= 6752 (206, 72)=    0 (206, 72)=    0 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 
    122 | ( 88, 38)= 6660 ( 85, 38)=    0 ( 85, 38)=    0 ( 80, 38)=    0 ( 77, 38)=    0 ( 75, 38)=    0 ( 72, 38)=    0 ( 70, 38)=    0 ( 67, 38)=    0 ( 64, 38)=    0 
    123 | (137,110)= 6635 (135,110)=    0 (135,110)=    0 (130,110)=    0 (128,110)=    0 (126,110)=    0 (124,110)=    0 (122,110)=    0 (119,110)=    0 (117,110)=    0 
    124 | (178, 92)= 6353 (176, 92)=    0 (176, 92)=    0 (172, 92)=    0 (169, 92)=    0 (167, 92)=    0 (165, 92)=    0 (162, 92)=    0 (159, 92)=    0 (156, 92)=    0 
