Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 10, nFeatures = 150

feature |          frame
        |                     0                     1                     2                     3                     4                     5                     6                     7                     8                     9
--------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     62 | (  94.0, 185.0)=17129 (  89.4, 185.1)=    0 (  89.0, 185.0)=    0 (  80.5, 185.2)=    0 (  76.1, 185.3)=    0 (  71.7, 185.4)=    0 (  67.5, 185.5)=    0 (  63.2, 185.5)=    0 (  58.9, 185.6)=    0 (  54.6, 185.7)=    0 
     63 | ( 114.0,  61.0)=16560 ( 111.7,  61.0)=    0 ( 112.0,  61.0)=    0 ( 107.0,  61.1)=    0 ( 104.7,  61.1)=    0 ( 102.4,  61.1)=    0 ( 100.2,  61.1)=    0 (  97.9,  61.1)=    0 (  95.6,  61.1)=    0 (  93.3,  61.0)=    0 
     64 | ( 146.0,  96.0)=16201 ( 143.8,  96.0)=    0 ( 144.0,  96.0)=    0 ( 139.5,  96.1)=    0 ( 137.4,  96.1)=    0 ( 135.3,  96.1)=    0 ( 133.3,  96.1)=    0 ( 131.3,  96.2)=    0 ( 129.2,  96.2)=    0 ( 127.1,  96.2)=    0 
     65 | (  94.0, 168.0)=16102 (  89.4, 168.0)=    0 (  89.0, 168.0)=    0 (  80.5, 168.1)=    0 (  76.1, 168.0)=    0 (  71.7, 168.1)=    0 (  67.4, 168.1)=    0 (  63.1, 168.1)=    0 (  58.8, 168.0)=    0 (  54.5, 168.0)=    0 
     66 | ( 136.0, 155.0)=15589 ( 133.0, 155.2)=    0 ( 133.0, 155.0)=    0 ( 127.3, 155.5)=    0 ( 124.3, 155.7)=    0 ( 121.4, 155.9)=    0 ( 118.5, 156.1)=    0 ( 115.4, 156.3)=    0 ( 112.4, 156.5)=    0 ( 109.3, 156.7)=    0 
     67 | ( 167.0,  64.0)=14186 ( 164.9,  64.0)=    0 ( 165.0,  64.0)=    0 ( 160.6,  64.0)=    0 ( 158.5,  64.0)=    0 ( 156.4,  63.9)=    0 ( 154.3,  63.9)=    0 ( 152.2,  63.9)=    0 ( 150.2,  63.9)=    0 ( 148.1,  63.9)=    0 
     68 | ( 208.0,  40.0)=13981 ( 206.9,  40.1)=    0 ( 207.0,  40.0)=    0 ( 204.7,  40.1)=    0 ( 203.7,  40.2)=    0 ( 202.7,  40.2)=    0 ( 201.8,  40.3)=    0 ( 200.8,  40.3)=    0 ( 199.8,  40.4)=    0 ( 198.9,  40.5)=    0 
     69 | ( 254.0, 110.0)=13850 ( 251.8, 110.0)=    0 ( 252.0, 110.0)=    0 ( 247.7, 109.9)=    0 ( 245.6, 109.9)=    0 ( 243.5, 109.9)=    0 ( 241.5, 109.9)=    0 ( 239.6, 109.9)=    0 ( 237.5, 109.9)=    0 ( 235.4, 109.8)=    0 
     70 | ( 151.0, 140.0)=13806 ( 147.3, 140.1)=    0 ( 147.0, 140.0)=    0 ( 139.9, 140.4)=    0 ( 136.2, 140.5)=    0 ( 132.4, 140.7)=    0 ( 128.7, 140.9)=    0 ( 125.1, 141.1)=    0 ( 121.5, 141.3)=    0 ( 117.8, 141.5)=    0 
     71 | ( 161.0, 111.0)=13566 ( 158.7, 111.1)=    0 ( 159.0, 111.0)=    0 ( 154.4, 111.2)=    0 ( 152.2, 111.3)=    0 ( 150.1, 111.4)=    0 ( 147.9, 111.5)=    0 ( 145.8, 111.7)=    0 ( 143.7, 111.9)=    0 ( 141.6, 112.1)=    0 
